COMMENT_ID,VIDEO_ID,AUTHOR_NAME,COMMENT_TEXT,PUBLISHED_AT
홍지_hongji_20250629_c2,홍지_hongji_20250629,@Duda_woo,와 저도 먹고싶었는뎅 아직 한번도 못 먹어봤어요..ㅠ파삭파삭 소리 완전 이름 값 하네유! 완전 👍대박이에유❤❤,2025-06-29
홍지_hongji_20250629_c3,홍지_hongji_20250629,@짜파게티-f1y,생각보다 가성비맞는듯👍🏻👍🏻,2025-06-29
홍지_hongji_20250629_c4,홍지_hongji_20250629,@정재광-s4q,❤❤❤❤❤❤❤❤❤❤❤❤❤,2025-06-29
홍지_hongji_20250628_c1,홍지_hongji_20250628,@Hongji홍지,"6/27~7/3 더현대서울 지하 1층 푸드코트 옆 팝업존(?)에서 팝업하고 있어요>.<
3년째,, #내돈내산 입니다 호호😋🤍",2025-06-28
홍지_hongji_20250628_c2,홍지_hongji_20250628,@짜파게티-f1y,팝업ㅠㅠ가고싶네여😢,2025-06-28
홍지_hongji_20250628_c3,홍지_hongji_20250628,@정재광-s4q,❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉😮😮😮😮😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,2025-06-28
홍지_hongji_20250628_c4,홍지_hongji_20250628,@lunlun2170,웨이팅잇나요??,2025-06-28
홍지_hongji_20250628_c5,홍지_hongji_20250628,@Duda_woo,"빵 겁나 맛나보여용🍞🥐🥖
완전 맛집 대박 👍 ❤❤❤",2025-06-28
홍지_hongji_20250627_c1,홍지_hongji_20250627,@정소은-r2w,이 영상 너무 예뻐요!! 흑발도 잘 어울릴 것 같은뎅…,2025-07-30
홍지_hongji_20250627_c2,홍지_hongji_20250627,@user-zf3ql4jl9y,새우먹방 하면 홍지님이지,2025-07-18
홍지_hongji_20250627_c3,홍지_hongji_20250627,@hx_9lin,새우장 영상들 전부 완내스..,2025-07-01
홍지_hongji_20250627_c4,홍지_hongji_20250627,@Duda_woo,"양념 때깔 미쳤어요😮😮😮
완전 존맛삘이ㄷㄷ❤❤❤❤❤❤",2025-06-28
홍지_hongji_20250627_c5,홍지_hongji_20250627,@짜파게티-f1y,양념새우장은 색다르네여😱,2025-06-27
홍지_hongji_20250626_c1,홍지_hongji_20250626,@소미김-z4m,♡♡♡♡❤❤❤❤네항상즐겁네요😅😊,2025-06-27
홍지_hongji_20250626_c2,홍지_hongji_20250626,@Duda_woo,차에서 먹방 넘 좋아유❤❤❤❤❤,2025-06-26
홍지_hongji_20250625_c1,홍지_hongji_20250625,@짜파게티-f1y,만두 빠삭한거 넘좋아여😱,2025-06-25
홍지_hongji_20250625_c2,홍지_hongji_20250625,@Duda_woo,"와 핑크 비빔면 넘 이쁘고
만두랑 조합 진짜 좋을것같아요!!!😮😍",2025-06-25
홍지_hongji_20250624_c1,홍지_hongji_20250624,@짜파게티-f1y,수분충전 제대로 될듯😏,2025-06-24
홍지_hongji_20250624_c2,홍지_hongji_20250624,@Duda_woo,"수박의 아삭아삭? 소리가 너무 좋아요😊❤❤❤
다음엔 복숭아🍑기대되요!❤❤❤
저도 복숭아는 다 좋아서 있는데로 먹는 다먹파❤❤❤",2025-06-24
홍지_hongji_20250622_c1,홍지_hongji_20250622,@김지영-t7s8z,저거 저도 먹었는데 존맜임❤❤,2025-07-11
